"pre","post","ACD_avg","ACD_max","ACD_sum","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOCU","NOF_avg","NOF_max","NOF_sum","NOI_avg","NOI_max","NOI_sum","NOM_avg","NOM_max","NOM_sum","NOT_avg","NOT_max","NOT_sum","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC_avg","TLOC_max","TLOC_sum","VG_avg","VG_max","VG_sum"
0,"0",0,0,0,2.15909090909091,23,190,4.76136363636364,37,419,1.22727272727273,5,108,9,1.58333333333333,3,19,0.111111111111111,1,1,7.33333333333333,25,88,0.888888888888889,1,8,0.75,8,9,0,0,0,0.727272727272727,4,64,76.2222222222222,298,686,1.81818181818182,10,160
0,"0",0,0,0,1.15384615384615,5,15,1.76923076923077,11,23,1.07692307692308,2,14,2,1,1,2,0,0,0,5.5,8,11,1,1,2,0,0,0,1,1,2,0.923076923076923,3,12,31,45,62,1.07692307692308,2,14
0,"0",0.153846153846154,1,2,1.7012987012987,21,262,2.7012987012987,36,416,1.01948051948052,5,157,13,2.46666666666667,7,37,0.384615384615385,1,5,10.2,22,153,0.615384615384615,1,8,0.8,8,12,0.0666666666666667,1,1,0.668831168831169,4,103,63.3846153846154,206,824,1.32467532467532,10,204
0,"0",0.666666666666667,1,2,1.98571428571429,29,139,3.37142857142857,34,236,1.2,4,84,3,2,5,10,0.333333333333333,1,1,14,26,70,0.666666666666667,1,2,0,0,0,0,0,0,0.6,3,42,136.333333333333,270,409,1.67142857142857,17,117
0,"0",0,0,0,0.0625,1,1,0.6875,5,11,0.6875,1,11,6,0.333333333333333,2,2,0.333333333333333,1,2,2.66666666666667,4,16,0.666666666666667,1,4,0,0,0,0,0,0,1,4,16,10.1666666666667,23,61,0.75,2,12
0,"0",1.52380952380952,10,32,3.48039215686275,35,1065,8.92156862745098,95,2730,1.5,8,459,21,4.07142857142857,15,114,0.0476190476190476,1,1,10.8571428571429,43,304,0.952380952380952,1,20,1.25,8,35,0.0714285714285714,1,2,1.21895424836601,6,373,175.238095238095,716,3680,2.7516339869281,29,842
0,"0",0,0,0,2.13333333333333,8,32,3.33333333333333,15,50,1.13333333333333,4,17,4,1,2,4,0,0,0,3.75,4,15,1,1,4,0,0,0,0,0,0,1.13333333333333,3,17,28.25,48,113,1.26666666666667,5,19
0,"0",0,0,0,3.8,60,494,8.99230769230769,131,1169,1.66923076923077,6,217,12,2.5,9,35,0,0,0,7.28571428571429,31,102,1,1,12,1.07142857142857,3,15,2,24,28,1.77692307692308,6,231,136.166666666667,451,1634,3.02307692307692,30,393
0,"0",0,0,0,0.469387755102041,11,23,0.653061224489796,11,32,0.183673469387755,3,9,11,0,0,0,0.909090909090909,1,10,4.09090909090909,11,45,0.0909090909090909,1,1,0,0,0,0.363636363636364,4,4,0.836734693877551,2,41,12.9090909090909,49,142,0.285714285714286,4,14
0,"0",0.363636363636364,3,4,3.0635838150289,21,530,5.99421965317919,45,1037,1.47398843930636,5,255,11,2.9375,10,47,0,0,0,10.5,27,168,1,1,11,1,6,16,0.3125,3,5,0.780346820809249,4,135,147.909090909091,313,1627,2.2485549132948,13,389
0,"1",0,0,0,5.64285714285714,27,158,12.1785714285714,76,341,1.57142857142857,4,44,3,1.66666666666667,5,5,0,0,0,7.33333333333333,17,22,1,1,3,9,17,27,2,4,6,0.678571428571429,4,19,151,376,453,4.28571428571429,21,120
34,"1",0.181818181818182,2,2,2.83240223463687,24,507,5.42458100558659,36,971,1.28491620111732,5,230,11,3.53846153846154,14,46,0,0,0,12.6153846153846,40,164,1,1,11,2.30769230769231,15,30,1,7,13,0.966480446927374,10,173,135.454545454545,460,1490,2.62569832402235,13,470
28,"1",0.529411764705882,6,9,2.96875,30,855,6.81944444444444,59,1964,1.60416666666667,6,462,17,4.26315789473684,13,81,0,0,0,14.3684210526316,49,273,1,1,17,1.73684210526316,12,33,0.473684210526316,4,9,0.90625,5,261,163,665,2771,2.89236111111111,24,833
41,"1",0.727272727272727,5,8,4.16814159292035,34,942,7.79203539823009,52,1761,1.6283185840708,7,368,11,2.58333333333333,10,31,0,0,0,17.6666666666667,72,212,1,1,11,3.58333333333333,13,43,1.16666666666667,6,14,1.16371681415929,4,263,217.818181818182,834,2396,3.08849557522124,16,698
18,"1",0.111111111111111,2,2,4.272030651341,42,1115,6.68582375478927,67,1745,1.46360153256705,5,382,18,3.04761904761905,10,64,0,0,0,12.047619047619,51,253,1,1,18,2.04761904761905,32,43,0.285714285714286,3,6,1.0727969348659,6,280,139.555555555556,498,2512,2.60536398467433,18,680
33,"1",0.192307692307692,2,5,3.875,33,1116,6.88541666666667,86,1983,1.54166666666667,6,444,26,2.15384615384615,13,56,0,0,0,8.26923076923077,87,215,1,1,26,4.61538461538461,77,120,2.80769230769231,16,73,1.03819444444444,4,299,113.423076923077,861,2949,2.67361111111111,28,770
15,"1",0.024390243902439,1,1,1.45475113122172,43,643,2.94570135746606,57,1302,0.823529411764706,5,364,41,0.883720930232558,7,38,0.658536585365854,1,27,8.86046511627907,46,381,0.341463414634146,1,14,1.7906976744186,35,77,1.41860465116279,55,61,0.735294117647059,5,325,54.2926829268293,559,2226,1.32805429864253,18,587
14,"0",0,0,0,1,15,41,1.82926829268293,19,75,0.365853658536585,4,15,7,0.555555555555556,3,5,0.714285714285714,1,5,4.55555555555556,12,41,0.285714285714286,1,2,2.11111111111111,6,19,0,0,0,1.24390243902439,3,51,29,60,203,0.878048780487805,8,36
5,"1",0,0,0,0.238636363636364,5,21,1.34090909090909,17,118,0.659090909090909,3,58,11,0.181818181818182,1,2,0.545454545454545,1,6,7.90909090909091,33,87,0.454545454545455,1,5,0.909090909090909,10,10,0.0909090909090909,1,1,0.693181818181818,3,61,27.2727272727273,112,300,0.875,9,77
9,"1",0,0,0,0.145833333333333,6,7,1.58333333333333,11,76,0.354166666666667,3,17,10,0.285714285714286,3,4,0.6,1,6,3.42857142857143,16,48,0.4,1,4,0.214285714285714,1,3,0,0,0,1.3125,4,63,15.8,58,158,0.416666666666667,4,20
0,"0",0,0,0,0,0,0,4.53333333333333,20,136,0.0333333333333333,1,1,3,0,0,0,0.666666666666667,1,2,10,26,30,0.333333333333333,1,1,0,0,0,0,0,0,1.1,2,33,14.3333333333333,31,43,0.0333333333333333,1,1
32,"1",0.592592592592593,8,16,4.94835680751174,120,1054,8.71361502347418,125,1856,1.87323943661972,5,399,27,1.29032258064516,8,40,0.111111111111111,1,3,5.25806451612903,23,163,0.888888888888889,1,24,5.29032258064516,84,164,1.61290322580645,29,50,1.06103286384977,5,226,105.925925925926,622,2860,2.8169014084507,29,600
7,"1",0.151162790697674,2,13,3.08924485125858,38,1350,4.41189931350114,48,1928,1.51487414187643,7,662,86,0.730337078651685,7,65,0,0,0,4.82022471910112,25,429,1,1,86,0.0449438202247191,2,4,0.0898876404494382,5,8,0.766590389016018,5,335,43.593023255814,184,3749,1.74828375286041,14,764
31,"1",0.709677419354839,6,22,4.63008130081301,56,2278,6.72154471544715,77,3307,1.75609756097561,6,864,31,2.775,19,111,0,0,0,11.975,96,479,1.03225806451613,2,32,0.925,13,37,0.2,3,8,0.666666666666667,4,328,164.612903225806,948,5103,2.23983739837398,17,1102
12,"1",1.22222222222222,7,11,5.80722891566265,47,482,6.98795180722892,61,580,1.44578313253012,4,120,9,1.46153846153846,7,19,0.111111111111111,1,1,6.30769230769231,14,82,0.888888888888889,1,8,2.76923076923077,30,36,0.0769230769230769,1,1,0.710843373493976,4,59,111.666666666667,399,1005,1.66265060240964,9,138
12,"1",0.307692307692308,3,8,4.36301369863014,57,637,7.23287671232877,81,1056,1.72602739726027,9,252,26,1.2962962962963,8,35,0,0,0,5.25925925925926,20,142,1,1,26,0.259259259259259,5,7,0.148148148148148,2,4,0.753424657534247,3,110,67.0769230769231,332,1744,2.3013698630137,12,336
1,"0",0.363636363636364,1,4,6,16,114,10.2105263157895,22,194,2.36842105263158,5,45,11,0.454545454545455,2,5,0,0,0,1.63636363636364,4,18,1,1,11,0.181818181818182,1,2,0,0,0,1.68421052631579,5,32,37.2727272727273,70,410,2.68421052631579,9,51
8,"1",0.3125,4,5,4.38,40,219,7.16,64,358,1.74,4,87,16,0.875,5,14,0.0625,1,1,2.9375,13,47,0.9375,1,15,0.4375,4,7,0.1875,1,3,0.7,2,35,37.9375,217,607,2,8,100
5,"1",0.25,1,2,2.734375,33,175,4.625,44,296,1.640625,6,105,8,1.77777777777778,6,16,0.125,1,1,7,20,63,0.875,1,7,0.333333333333333,2,3,0.111111111111111,1,1,0.828125,3,53,65.625,200,525,1.90625,10,122
6,"1",1.5,4,6,8.09090909090909,29,267,9.87878787878788,45,326,2.24242424242424,8,74,4,1,3,4,0,0,0,8,20,32,1,1,4,0.5,2,2,0,0,0,0.96969696969697,4,32,120.5,248,482,2.39393939393939,9,79
9,"1",0.526315789473684,4,10,4.83854166666667,71,929,7.13541666666667,90,1370,1.875,8,360,19,2.95652173913043,24,68,0,0,0,8.21739130434783,37,189,1,1,19,0.304347826086957,2,7,0.0869565217391304,1,2,0.848958333333333,4,163,112.578947368421,672,2139,2.328125,21,447
7,"1",1.16666666666667,3,7,4.30769230769231,33,280,7.33846153846154,49,477,1.84615384615385,6,120,6,1.875,7,15,0,0,0,8.125,23,65,1,1,6,0.5,2,4,0,0,0,0.784615384615385,3,51,129.5,226,777,2.26153846153846,9,147
41,"1",0.9,6,9,5.47904191616766,29,915,9.21556886227545,57,1539,2.18562874251497,9,365,10,3.58333333333333,16,43,0,0,0,13.0833333333333,65,157,1,1,10,1.25,13,15,0.833333333333333,5,10,0.88622754491018,4,148,217.1,887,2171,3.16766467065868,20,529
6,"1",0.282608695652174,5,13,5.39588688946015,87,2099,10.6863753213368,176,4157,1.73264781491003,9,674,46,2.06666666666667,26,124,0.195652173913043,1,9,6.41666666666667,70,385,0.804347826086957,1,37,1.15,11,69,0.0666666666666667,2,4,0.910025706940874,5,354,129.086956521739,1635,5938,2.60925449871465,34,1015
0,"0",0,0,0,2.2,9,33,6.26666666666667,30,94,1.66666666666667,5,25,4,0,0,0,0,0,0,3.5,6,14,1,1,4,0.5,2,2,0.25,1,1,0.666666666666667,2,10,41.5,62,166,2.26666666666667,8,34
8,"1",0.666666666666667,8,10,3.71844660194175,56,766,5.70388349514563,42,1175,1.66504854368932,6,343,15,3.10526315789474,27,59,0.0666666666666667,1,1,10.7894736842105,72,205,0.933333333333333,1,14,0.526315789473684,7,10,0.0526315789473684,1,1,0.679611650485437,4,140,128.533333333333,925,1928,2,12,412
14,"1",1.33333333333333,11,24,3.34948096885813,73,968,5.02076124567474,87,1451,1.32179930795848,10,382,18,1.76,10,44,0.611111111111111,1,11,10.04,55,251,0.388888888888889,1,7,5.76,125,144,1.48,29,37,0.823529411764706,5,238,139.555555555556,505,2512,1.59515570934256,13,461
7,"1",0.214285714285714,1,3,3.33333333333333,23,320,4.59375,42,441,1.54166666666667,4,148,14,1.46666666666667,6,22,0.214285714285714,1,3,6.4,24,96,0.785714285714286,1,11,0,0,0,0,0,0,0.958333333333333,4,92,60.4285714285714,196,846,1.72916666666667,12,166
1,"1",0,0,0,1.14285714285714,15,32,2.5,35,70,0.75,7,21,7,1,5,7,0.714285714285714,1,5,4,6,28,0.285714285714286,1,2,0,0,0,0,0,0,0.714285714285714,5,20,23.8571428571429,83,167,0.964285714285714,11,27
3,"0",0,0,0,1.86206896551724,17,54,3.37931034482759,22,98,1.10344827586207,3,32,5,0.8,2,4,0.2,1,1,5.8,10,29,0.8,1,4,0.2,1,1,0,0,0,0.931034482758621,3,27,44.4,77,222,1.24137931034483,6,36
0,"0",0,0,0,3.44444444444444,12,31,7.66666666666667,13,69,1.66666666666667,3,15,2,0,0,0,0,0,0,1,2,2,1,1,2,3,5,6,3.5,4,7,1.22222222222222,3,11,52.5,61,105,2.66666666666667,5,24
4,"1",0,0,0,4.03314917127072,40,730,6.92265193370166,54,1253,1.54696132596685,5,280,16,3,10,48,0,0,0,9.6875,23,155,1,1,16,1.4375,6,23,1.625,20,26,0.61878453038674,5,112,113.625,349,1818,2.94475138121547,18,533
1,"1",0,0,0,5.24444444444444,27,472,10.5888888888889,50,953,1.87777777777778,7,169,15,1.05555555555556,6,19,0.0666666666666667,1,1,4.61111111111111,14,83,0.933333333333333,1,14,1.27777777777778,7,23,0.388888888888889,5,7,1.41111111111111,5,127,89.7333333333333,182,1346,3.44444444444444,18,310
6,"1",0.333333333333333,4,4,4.3956043956044,25,400,8.56043956043956,44,779,2.01098901098901,8,183,12,0.538461538461538,2,7,0.333333333333333,1,4,3.46153846153846,14,45,0.666666666666667,1,8,2,10,26,3.53846153846154,28,46,0.923076923076923,6,84,82.5,411,990,2.58241758241758,12,235
1,"0",0.25,1,1,1.71428571428571,23,36,3.85714285714286,33,81,1,4,21,4,1,3,4,0.5,1,2,5,12,20,0.5,1,2,1,4,4,0.25,1,1,1.0952380952381,4,23,38,107,152,1,8,21
1,"1",0.25,2,2,2.91346153846154,19,303,5.85576923076923,69,609,1.63461538461538,7,170,8,1.0625,7,17,0.375,1,3,6.1875,38,99,0.625,1,5,0.75,12,12,0.3125,4,5,0.846153846153846,4,88,110.5,305,884,2.11538461538462,23,220
4,"1",0.2,1,3,2.89171974522293,28,454,4.29299363057325,47,674,1.31847133757962,4,207,15,0.941176470588235,4,16,0.266666666666667,1,4,9.23529411764706,29,157,0.733333333333333,1,11,0.176470588235294,1,3,0,0,0,1.19108280254777,5,187,77.2,286,1158,1.70700636942675,12,268
10,"1",0.157894736842105,2,3,2.20645161290323,22,342,5.27741935483871,57,818,1.45806451612903,5,226,19,2.09090909090909,8,46,0.0526315789473684,1,1,5.72727272727273,18,126,0.947368421052632,1,18,1.22727272727273,7,27,1.31818181818182,9,29,1.36774193548387,5,212,74.7894736842105,252,1421,2.23225806451613,23,346
0,"0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,9,9,9,0,0,0,0,0,0,0,0,0,2.22222222222222,3,20,16,16,16,0,0,0
1,"0",0.25,1,2,2.02941176470588,7,138,10,47,680,2.14705882352941,5,146,8,4.625,10,37,0,0,0,8.5,16,68,1,1,8,0.25,1,2,0,0,0,0.985294117647059,5,67,115.375,209,923,3.69117647058824,17,251
9,"1",0.411764705882353,3,7,3.04210526315789,28,578,5.34210526315789,44,1015,1.64210526315789,6,312,17,2,7,44,0,0,0,8.27272727272727,22,182,1,1,17,0.318181818181818,3,7,0.272727272727273,6,6,1.07368421052632,4,204,94.5882352941177,320,1608,1.98947368421053,18,378
0,"0",0.315789473684211,2,12,3.33015873015873,26,1049,5.96190476190476,43,1878,1.48253968253968,7,467,38,1.52830188679245,14,81,0.0789473684210526,1,3,5.13207547169811,32,272,0.921052631578947,1,35,1.15094339622642,21,61,0.773584905660377,8,41,0.923809523809524,5,291,83.2631578947368,485,3164,2.07301587301587,11,653
0,"0",0,0,0,2,8,26,3.23076923076923,12,42,1.15384615384615,2,15,3,0.666666666666667,1,2,0,0,0,4,6,12,1,1,3,0,0,0,0.333333333333333,1,1,0.769230769230769,2,10,29.6666666666667,40,89,1.30769230769231,4,17
0,"0",0.666666666666667,3,8,3.33707865168539,28,297,6.87640449438202,55,612,1.34831460674157,4,120,12,1.75,11,21,0.25,1,3,7.08333333333333,39,85,0.75,1,9,1,9,12,0.333333333333333,3,4,0.741573033707865,4,66,73.0833333333333,337,877,1.9438202247191,9,173
0,"0",0,0,0,0,0,0,0.0860927152317881,2,26,0.129139072847682,1,39,63,0.0476190476190476,1,3,0.714285714285714,1,45,4.79365079365079,42,302,0.285714285714286,1,18,0.26984126984127,7,17,0,0,0,0.400662251655629,4,121,9.23809523809524,56,582,0.129139072847682,1,39
0,"0",0,0,0,0.0263157894736842,1,1,0.289473684210526,3,11,0.210526315789474,1,8,8,0.153846153846154,1,2,0.625,1,5,2.92307692307692,7,38,0.375,1,3,0,0,0,0,0,0,0.578947368421053,2,22,13.375,39,107,0.210526315789474,1,8
0,"0",0,0,0,0,0,0,0.0526315789473684,1,1,0.105263157894737,1,2,3,0,0,0,0,0,0,3.8,8,19,1,1,3,0,0,0,0,0,0,0.526315789473684,3,10,12.6666666666667,21,38,0.105263157894737,1,2
0,"0",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,1,20,1.45,4,29,0,0,0,0,0,0,0,0,0,0.0344827586206897,1,1,5.8,11,116,0,0,0
0,"0",0,0,0,0,0,0,0.0246913580246914,1,2,0.0493827160493827,1,4,18,0,0,0,0.888888888888889,1,16,4.5,27,81,0.111111111111111,1,2,0.444444444444444,5,8,0,0,0,0.641975308641975,3,52,9.83333333333333,35,177,0.0493827160493827,1,4
3,"0",0,0,0,1.2,6,6,4,20,20,1,3,5,3,0,0,0,0.333333333333333,1,1,1.33333333333333,2,4,0.666666666666667,1,2,0.333333333333333,1,1,0.333333333333333,1,1,0.2,1,1,13,30,39,2.2,9,11
0,"0",0,0,0,0,0,0,1.1875,18,19,0.125,1,2,6,0,0,0,0.833333333333333,1,5,2.66666666666667,5,16,0.166666666666667,1,1,0.5,3,3,0,0,0,0.5,2,8,7.5,11,45,0.125,1,2
8,"1",0,0,0,4,42,2944,7.20788043478261,67,5305,1.59510869565217,8,1174,48,2.94339622641509,45,156,0,0,0,12.5094339622642,88,663,1,1,48,2.11320754716981,23,112,1.37735849056604,14,73,0.942934782608696,9,694,159.479166666667,1239,7655,2.51086956521739,25,1848
0,"0",0,0,0,2.4453781512605,29,291,3.85714285714286,29,459,1.20168067226891,4,143,11,2.5,7,40,0,0,0,7.375,14,118,1,1,11,0.5625,3,9,0.0625,1,1,0.630252100840336,6,75,78.9090909090909,200,868,1.45378151260504,9,173
0,"0",0,0,0,1.76744186046512,22,152,3.5,54,301,1.1046511627907,4,95,21,0.714285714285714,3,15,0,0,0,3.19047619047619,22,67,1,1,21,1.76190476190476,21,37,0.904761904761905,3,19,1.22093023255814,3,105,35.5238095238095,151,746,1.55813953488372,17,134
0,"0",0,0,0,1.5,19,111,3.82432432432432,40,283,1.28378378378378,6,95,19,0.368421052631579,3,7,0,0,0,3.10526315789474,14,59,1,1,19,10.1578947368421,107,193,0.789473684210526,4,15,0.513513513513513,2,38,38.4736842105263,198,731,1.83783783783784,15,136
1,"0",0,0,0,2.77118644067797,58,327,4.58474576271186,69,541,1.11864406779661,4,132,18,1.15,14,23,0,0,0,5.5,36,110,1,1,18,2,24,40,0.4,6,8,0.593220338983051,3,70,57.1111111111111,442,1028,2,22,236
0,"0",0,0,0,7.41743119266055,78,1617,10.9449541284404,249,2386,1.42660550458716,6,311,8,1.5,3,12,0,0,0,23.875,154,191,1,1,8,32.5,108,260,3.375,16,27,0.990825688073395,4,216,396.875,2520,3175,3.19266055045872,89,696
3,"1",0.0333333333333333,1,1,0.138248847926267,13,30,0.373271889400922,20,81,0.161290322580645,5,35,30,0,0,0,0.966666666666667,1,29,6.6,34,198,0.0333333333333333,1,1,0.533333333333333,5,16,0.633333333333333,19,19,0.930875576036866,13,202,16.5,155,495,0.179723502304147,9,39
0,"0",0,0,0,0,0,0,0.0714285714285714,1,2,0.107142857142857,1,3,7,0,0,0,0.857142857142857,1,6,3.71428571428571,8,26,0.142857142857143,1,1,0,0,0,0.285714285714286,2,2,1.32142857142857,6,37,10.8571428571429,16,76,0.107142857142857,1,3
2,"1",0,0,0,2.83076923076923,33,184,7.21538461538462,75,469,1.56923076923077,6,102,5,3.55555555555556,8,32,0.2,1,1,6.22222222222222,20,56,0.8,1,4,1.22222222222222,8,11,1,8,9,1.21538461538462,5,79,143,280,715,2.84615384615385,25,185
9,"1",0.818181818181818,1,9,4.12156862745098,30,1051,7.08235294117647,54,1806,1.86666666666667,7,476,11,1.66666666666667,5,20,0,0,0,21.0833333333333,69,253,1,1,11,4.08333333333333,8,49,0.166666666666667,1,2,1.54509803921569,13,394,244.909090909091,634,2694,2.72941176470588,19,696
2,"1",0.5,2,3,4.29752066115702,30,520,9.49586776859504,76,1149,2,10,242,6,2.30769230769231,7,30,0,0,0,8.69230769230769,43,113,1,1,6,2.07692307692308,10,27,0.615384615384615,5,8,1.68595041322314,9,204,263.5,786,1581,3.2396694214876,23,392
3,"1",0.555555555555556,1,5,1.28125,11,82,3,37,192,1.34375,6,86,9,0.777777777777778,3,7,0,0,0,6.88888888888889,26,62,1,1,9,0.555555555555556,3,5,0.222222222222222,1,2,0.5,5,32,47,126,423,1.375,7,88
18,"1",0.153846153846154,1,4,4.01145662847791,45,2451,5.85761047463175,103,3579,1.74795417348609,7,1068,26,2.51428571428571,23,88,0.0384615384615385,1,1,17.3714285714286,132,608,0.961538461538462,1,25,0.342857142857143,5,12,0.0857142857142857,1,3,0.51227495908347,7,313,206.307692307692,1302,5364,2.26350245499182,30,1383
0,"0",1,3,3,4.0875,41,327,7.4125,55,593,1.7125,6,137,3,7.66666666666667,17,23,0,0,0,26.3333333333333,63,79,1,1,3,2,4,6,0.333333333333333,1,1,0.8,6,64,283.666666666667,762,851,2.2375,12,179
6,"1",0,0,0,4.63002680965147,115,1727,7.5254691689008,213,2807,1.65951742627346,5,619,11,5.07692307692308,16,66,0.0909090909090909,1,1,28.6153846153846,151,372,0.909090909090909,1,10,0.692307692307692,3,9,0.0769230769230769,1,1,1,7,373,362.909090909091,1899,3992,2.71313672922252,57,1012
2,"1",0.012987012987013,1,1,2.24331550802139,42,839,3.93048128342246,153,1470,1.1283422459893,5,422,77,0.766233766233766,5,59,0,0,0,4.76623376623377,38,367,1,1,77,0.792207792207792,37,61,0.0909090909090909,4,7,1.39839572192513,6,523,36.2337662337662,354,2790,1.7807486631016,33,666
2,"0",0.142857142857143,1,1,4.64,72,232,10.52,122,526,1.68,5,84,7,1.71428571428571,7,12,0,0,0,5.14285714285714,11,36,1,1,7,1.42857142857143,6,10,2,8,14,1.76,9,88,103.428571428571,228,724,2.64,21,132
7,"1",0,0,0,7.14814814814815,110,579,10.641975308642,97,862,2.24691358024691,5,182,7,3.28571428571429,22,23,0,0,0,11,38,77,1,1,7,0.714285714285714,2,5,0.571428571428571,2,4,0.938271604938272,5,76,160.142857142857,866,1121,3.46913580246914,35,281
0,"0",2,2,2,6,7,12,14,19,28,3,4,6,1,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1.5,2,3,43,43,43,3,3,6
1,"1",0,0,0,5.31818181818182,27,234,8.70454545454546,36,383,1.93181818181818,4,85,4,4,8,16,0,0,0,11,16,44,1,1,4,0.75,3,3,0,0,0,1.15909090909091,5,51,137.25,230,549,3.11363636363636,8,137
2,"1",0.25,1,1,5.66666666666667,40,102,12.2222222222222,91,220,2.11111111111111,7,38,4,2.75,6,11,0,0,0,4.5,6,18,1,1,4,0,0,0,0,0,0,0.611111111111111,2,11,80,124,320,3.83333333333333,24,69
1,"1",1.25,5,5,5.8,23,232,8.975,35,359,1.8,4,72,4,1.4,6,7,0,0,0,7.4,21,37,1,1,4,0.6,2,3,0.2,1,1,1.175,5,47,136.25,372,545,2.275,6,91
0,"0",0,0,0,0.408163265306122,6,20,0.918367346938776,18,45,0.36734693877551,3,18,9,0.181818181818182,1,2,0.666666666666667,1,6,4.36363636363636,9,48,0.333333333333333,1,3,2,10,22,0.0909090909090909,1,1,0.510204081632653,3,25,20.1111111111111,87,181,0.469387755102041,5,23
0,"0",0,0,0,2.14615384615385,22,279,4.91538461538462,65,639,1.38461538461538,7,180,11,3.83333333333333,8,46,0,0,0,8.66666666666667,20,104,1,1,11,0.916666666666667,2,11,2.16666666666667,13,26,0.807692307692308,5,105,99.0909090909091,230,1090,2.15384615384615,19,280
0,"0",0,0,0,1.42857142857143,9,110,4.25974025974026,36,328,1.18181818181818,3,91,10,0.785714285714286,3,11,0.4,1,4,5.07142857142857,26,71,0.6,1,6,0.357142857142857,3,5,0.428571428571429,5,6,0.844155844155844,2,65,53.8,211,538,1.79220779220779,8,138
66,"1",0.6,4,6,5.83589743589744,34,1138,9.95384615384615,68,1941,2.11282051282051,8,412,10,3.38461538461538,12,44,0,0,0,14.5384615384615,63,189,1,1,10,2.07692307692308,12,27,0.153846153846154,1,2,1.31282051282051,8,256,267,1162,2670,3.41538461538462,26,666
0,"1",0,0,0,3.32075471698113,24,176,7.73584905660377,51,410,1.64150943396226,5,87,6,3.5,7,21,0,0,0,6.83333333333333,13,41,1,1,6,0.833333333333333,3,5,2,12,12,1.0188679245283,5,54,101.833333333333,212,611,3.0377358490566,20,161
8,"1",0.166666666666667,1,1,3.65656565656566,38,362,6.77777777777778,95,671,1.64646464646465,5,163,6,1.38888888888889,3,25,0,0,0,4.33333333333333,10,78,1,1,6,0.166666666666667,2,3,1.16666666666667,12,21,0.858585858585859,3,85,166.666666666667,346,1000,2.46464646464646,24,244
19,"1",0,0,0,2.42391304347826,13,223,4.39130434782609,21,404,1.54347826086957,5,142,9,2.77777777777778,15,25,0.111111111111111,1,1,10,46,90,0.888888888888889,1,8,1.77777777777778,14,16,0.222222222222222,1,2,0.532608695652174,3,49,81.5555555555556,302,734,1.96739130434783,9,181
56,"1",0.611111111111111,4,11,4.38421052631579,46,833,7.36315789473684,68,1399,1.83157894736842,6,348,18,2.42307692307692,24,63,0.166666666666667,1,3,7.07692307692308,74,184,0.833333333333333,1,15,0.461538461538462,4,12,0.153846153846154,1,4,1.08947368421053,5,207,114.722222222222,1108,2065,2.43157894736842,30,462
10,"1",0.181818181818182,1,2,2.81578947368421,20,107,3.92105263157895,19,149,1.47368421052632,6,56,11,0.454545454545455,2,5,0,0,0,3.36363636363636,7,37,1,1,11,0.363636363636364,2,4,0.0909090909090909,1,1,1.21052631578947,5,46,30.8181818181818,65,339,1.63157894736842,7,62
21,"1",0.04,1,1,2.75886524822695,29,389,5.86524822695035,53,827,1.59574468085106,6,225,25,1.17241379310345,5,34,0.12,1,3,4.79310344827586,13,139,0.88,1,22,0.689655172413793,5,20,0.0689655172413793,1,2,0.936170212765957,4,132,56.44,280,1411,2.31914893617021,18,327
0,"1",0,0,0,6.46153846153846,13,84,9.30769230769231,20,121,2.53846153846154,5,33,1,3,3,3,0,0,0,12,12,12,1,1,1,16,16,16,1,1,1,1.07692307692308,3,14,184,184,184,2.92307692307692,5,38
11,"1",0,0,0,4.41463414634146,39,181,6.73170731707317,51,276,1.68292682926829,5,69,2,0.333333333333333,2,3,0,0,0,4,7,36,1,1,2,1.33333333333333,10,12,0.555555555555556,3,5,2.24390243902439,5,92,212,406,424,2.31707317073171,12,95
38,"1",0.617647058823529,7,21,5.30742049469965,51,1502,8.81272084805654,91,2494,1.79505300353357,7,508,34,1.9,13,76,0.0294117647058824,1,1,6.6,26,264,0.970588235294118,1,33,0.975,10,39,0.475,7,19,1.00353356890459,10,284,111.029411764706,569,3775,2.5583038869258,23,724
13,"1",0.1,1,1,4.18840579710145,32,289,6.8695652173913,35,474,1.73913043478261,6,120,10,0.6,3,6,0.3,1,3,2.5,11,25,0.7,1,7,11.8,42,118,4.4,18,44,0.898550724637681,3,62,85.3,324,853,2.23188405797101,9,154
23,"1",1.44736842105263,11,55,5.04158004158004,70,2425,7.43035343035343,115,3574,1.55509355509356,6,748,38,3.84444444444444,20,173,0.0526315789473684,1,2,10.3333333333333,42,465,0.947368421052632,1,36,1.13333333333333,27,51,0.155555555555556,4,7,0.819126819126819,6,394,144.815789473684,671,5503,2.02286902286902,17,973
3,"1",1.33333333333333,7,8,5.01538461538462,23,326,7.50769230769231,33,488,1.96923076923077,4,128,6,3,14,18,0,0,0,10.5,32,63,1,1,6,1.66666666666667,8,10,0.333333333333333,1,2,0.815384615384615,3,53,127.333333333333,502,764,2.47692307692308,9,161
